sample,lang,fips,state,cregion,eminuse,intmob,smart1,pial2,pial3,SmartPhone,employ,par,sex,age,educ2,hisp,race,inc,income,party,iphoneuse,hphoneuse
Landline,English,"OAKLAND, MI",Michigan,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,58,"Some college, no degree (includes some community college)",No,White,"$40,000 to under $50,000",$30K-LT $50K,No preference (VOL.),Dual,Dual HH
Landline,English,"SALINE, AR",Arkansas,South,Yes,No,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,71,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000",$30K-LT $50K,Democrat,Dual,Dual HH
Landline,English,"PICKENS, GA",Georgia,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Male,77,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000",$75K+,Republican,Dual,Dual HH
Landline,English,"NEW YORK, NY",New York,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,54,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$150,000 or over",$75K+,No preference (VOL.),Dual,Dual HH
Landline,English,"LACKAWANNA, PA",Pennsylvania,Northeast,No,No,,,,No cell,Not employed,No,Female,63,Two year associate degree from a college or university,No,White,"Less than $10,000",Under $30K,Democrat,llo,LLO HH
Landline,English,"WAYNE, MI",Michigan,Midwest,No,No,,,,No cell,Not employed,No,Female,91,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$20,000 to under $30,000",Under $30K,Democrat,llo,LLO HH
Landline,English,"GLOUCESTER, NJ",New Jersey,Northeast,No,(VOL.) Refused,Not sure/Don't know,,,"Cell, not a smartphone",Employed part-time,No,Female,85,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,Don't know/Refused (VOL.),Undesignated,Democrat,Dual,Dual HH
Landline,English,"FAIRFAX, VA",Virginia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,21,"Some college, no degree (includes some community college)",No,Asian or Pacific Islander,"$150,000 or over",$75K+,Independent,Dual,Dual HH
Landline,English,"WESTMORELAND, PA",Pennsylvania,Northeast,No,No,,,,No cell,Not employed,No,Female,81,"Some postgraduate or professional schooling, no postgraduate degree",Don't know/Refused (VOL.),White,"$10,000 to under $20,000",Under $30K,No preference (VOL.),llo,LLO HH
Landline,English,"ALLEGHENY, PA",Pennsylvania,Northeast,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Male,69,"Some postgraduate or professional schooling, no postgraduate degree",Yes,Other (SPECIFY),"$100,000 to under $150,000",$75K+,Independent,Dual,Dual HH
Landline,English,"WASHTENAW, MI",Michigan,Midwest,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,21,"Some college, no degree (includes some community college)",Yes,White,"$150,000 or over",$75K+,Democrat,Dual,Dual HH
Landline,English,"ALEXANDRIA CITY, VA",Virginia,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,70,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$100,000 to under $150,000",$75K+,Democrat,Dual,Dual HH
Landline,English,"MONTGOMERY, MD",Maryland,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,32,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Asian or Pacific Islander,"$100,000 to under $150,000",$75K+,Democrat,Dual,Dual HH
Landline,English,"SUFFOLK, NY",New York,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,40,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,Black or African-American,"$100,000 to under $150,000",$75K+,Democrat,Dual,Dual HH
Landline,English,"KINGS, NY",New York,Northeast,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,75,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$40,000 to under $50,000",$30K-LT $50K,Democrat,Dual,Dual HH
Landline,English,"MERCER, OH",Ohio,Midwest,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","No, did not","Cell, not a smartphone",Employed part-time,Yes,Female,47,Two year associate degree from a college or university,No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Landline,English,"KENTON, KY",Kentucky,South,No,No,,,,No cell,Not employed,No,Female,54,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000",Under $30K,Independent,llo,LLO HH
Landline,English,"HUNTERDON, NJ",New Jersey,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,63,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,Don't know/Refused (VOL.),Undesignated,Democrat,Dual,Dual HH
Landline,English,"WILKES, GA",Georgia,South,No,No,Not sure/Don't know,,,"Cell, not a smartphone",Not employed,No,Female,71,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000",Under $30K,Republican,Dual,Dual HH
Landline,English,"NASSAU, NY",New York,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,34,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$100,000 to under $150,000",$75K+,Independent,Dual,Dual HH
Landline,English,"PRINCE GEORGES, MD",Maryland,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,Yes,Female,59,Two year associate degree from a college or university,No,Native American/American Indian,"$20,000 to under $30,000",Under $30K,Republican,Dual,Dual HH
Landline,English,"CLINTON, NY",New York,Northeast,No,No,,,,No cell,Not employed,No,Male,64,"Some college, no degree (includes some community college)",No,White,"$10,000 to under $20,000",Under $30K,Democrat,llo,LLO HH
Landline,English,"FAUQUIER, VA",Virginia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,76,"Some college, no degree (includes some community college)",No,White,"$75,000 to under $100,000",$75K+,Democrat,Dual,Dual HH
Landline,English,"COLLIER, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,78,"Some college, no degree (includes some community college)",No,White,Don't know/Refused (VOL.),Under $30K,Republican,Dual,Dual HH
Landline,English,"GRAFTON, NH",New Hampshire,Northeast,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,56,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Republican,Dual,Dual HH
Landline,English,"MONTGOMERY, PA",Pennsylvania,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,41,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,Asian or Pacific Islander,"$100,000 to under $150,000",$75K+,Independent,Dual,Dual HH
Landline,English,"JASPER, MO",Missouri,Midwest,Yes,Yes,,"Yes, used internet/email yesterday","Yes, used at home",No cell,Not employed,No,Male,55,Less than high school (Grades 1-8 or no formal schooling),No,White,"Less than $10,000",Under $30K,Independent,llo,LLO HH
Landline,English,"FAIRFIELD, CT",Connecticut,Northeast,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,79,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,Dual,Dual HH
Landline,English,"ANOKA, MN",Minnesota,Midwest,No,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Female,Refused (VOL.),High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,Don't know/Refused (VOL.),Undesignated,No preference (VOL.),Dual,Dual HH
Landline,English,"WAYNE, MI",Michigan,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Male,18,High school graduate (Grade 12 with diploma or GED certificate),No,White,Don't know/Refused (VOL.),$75K+,Republican,Dual,Dual HH
Landline,English,"GRAND FORKS, ND",North Dakota,Midwest,Yes,No,"Yes, smartphone","Yes, used internet/email yesterday","No, did not","Cell, smartphone",Employed part-time,No,Male,65,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,Dual,Dual HH
Landline,English,"HENNEPIN, MN",Minnesota,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,77,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Landline,English,"POWESHIEK, IA",Iowa,Midwest,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,82,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Democrat,Dual,Dual HH
Landline,English,"WHITE, TN",Tennessee,South,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Male,79,"Some college, no degree (includes some community college)",No,White,"$100,000 to under $150,000",$75K+,Independent,Dual,Dual HH
Landline,English,"EAST BATON ROUGE, LA",Louisiana,South,No,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Employed part-time,No,Male,19,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$40,000 to under $50,000",$30K-LT $50K,Democrat,Dual,Dual HH
Landline,English,"VANDERBURGH, IN",Indiana,Midwest,No,No,,,,No cell,Not employed,No,Female,62,Less than high school (Grades 1-8 or no formal schooling),No,Black or African-American,Don't know/Refused (VOL.),Undesignated,Democrat,llo,LLO HH
Landline,English,"ELMORE, AL",Alabama,South,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,No,Male,57,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000",$30K-LT $50K,Republican,Dual,Dual HH
Landline,English,"ORANGE, CA",California,West,Yes,No,,"No, did not use internet/email yesterday",,No cell,Not employed,No,Female,87,High school graduate (Grade 12 with diploma or GED certificate),No,White,Don't know/Refused (VOL.),Undesignated,Republican,llo,LLO HH
Landline,English,"WILLIAMSON, TN",Tennessee,South,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,No,Male,55,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Landline,English,"LANE, OR",Oregon,West,Yes,Yes,,"Yes, used internet/email yesterday","Yes, used at home",No cell,Not employed,Yes,Female,41,"Some college, no degree (includes some community college)",No,White,"$30,000 to under $40,000",$30K-LT $50K,Independent,llo,Dual HH
Landline,English,"SHOSHONE, ID",Idaho,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,42,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Landline,English,"SACRAMENTO, CA",California,West,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,82,"Some college, no degree (includes some community college)",No,White,"$10,000 to under $20,000",Under $30K,Democrat,Dual,Dual HH
Landline,English,"LOS ANGELES, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,44,"Some college, no degree (includes some community college)",Yes,Other (SPECIFY),"$40,000 to under $50,000",$30K-LT $50K,Democrat,Dual,Dual HH
Landline,English,"LOS ANGELES, CA",California,West,No,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Female,52,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Yes,White,"Less than $10,000",Under $30K,Democrat,Dual,Dual HH
Landline,English,"LEWIS, WA",Washington,West,Yes,No,,"Yes, used internet/email yesterday","No, did not",No cell,Employed full-time,No,Male,58,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$100,000 to under $150,000",$75K+,Democrat,llo,LLO HH
Landline,English,"SAN DIEGO, CA",California,West,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Male,32,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,Black or African-American,Don't know/Refused (VOL.),Undesignated,Independent,Dual,Dual HH
Landline,English,"KING, WA",Washington,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,48,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$100,000 to under $150,000",$75K+,Democrat,Dual,Dual HH
Landline,English,"ORANGE, CA",California,West,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Female,69,"Some college, no degree (includes some community college)",No,White,Don't know/Refused (VOL.),Undesignated,Democrat,Dual,Dual HH
Landline,English,"LOS ANGELES, CA",California,West,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,No,Female,20,"Some college, no degree (includes some community college)",Yes,White,"$75,000 to under $100,000",$75K+,Democrat,Dual,Dual HH
Landline,English,"LOS ANGELES, CA",California,West,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Not employed,No,Female,18,"Some college, no degree (includes some community college)",Yes,Other (SPECIFY),"$20,000 to under $30,000",Under $30K,Democrat,Dual,Dual HH
Landline,English,"SANTA CLARA, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,56,"Some college, no degree (includes some community college)",No,White,"$150,000 or over",$75K+,Democrat,Dual,Dual HH
Landline,English,"SAN FRANCISCO, CA",California,West,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,73,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,Don't know/Refused (VOL.),$75K+,Democrat,Dual,Dual HH
Landline,English,"SUMMIT, CO",Colorado,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Female,65,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$100,000 to under $150,000",$75K+,Democrat,Dual,Dual HH
