sample,lang,fips,state,cregion,eminuse,intmob,smart1,pial2,pial3,SmartPhone,employ,par,sex,age,educ2,hisp,race,inc,income,party,iphoneuse,hphoneuse
Landline,English,"WINDHAM, CT",Connecticut,Northeast,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,54,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Landline,English,"DAVIDSON, TN",Tennessee,South,Yes,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Female,91,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$10,000 to under $20,000",Under $30K,Democrat,Dual,Dual HH
Landline,English,"RICHMOND, NY",New York,Northeast,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Don't know/Refused (VOL.),No,Male,66,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Landline,English,"TARRANT, TX",Texas,South,No,No,,,,No cell,Not employed,No,Female,79,High school graduate (Grade 12 with diploma or GED certificate),No,White,Don't know/Refused (VOL.),Undesignated,Republican,llo,LLO HH
Landline,English,"WASHINGTON, MN",Minnesota,Midwest,Yes,Yes,"Yes, smartphone","No, did not use internet/email yesterday",,"Cell, smartphone",Employed full-time,Yes,Male,44,"Some college, no degree (includes some community college)",No,White,"$75,000 to under $100,000",$75K+,Republican,Dual,Dual HH
Landline,English,"BEXAR, TX",Texas,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Democrat,Dual,Dual HH
Landline,English,"FAIRFIELD, CT",Connecticut,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,23,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$150,000 or over",$75K+,Independent,Dual,Dual HH
Landline,English,"WEBSTER, MS",Mississippi,South,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Female,66,High school graduate (Grade 12 with diploma or GED certificate),No,White,Don't know/Refused (VOL.),Undesignated,Don't know/Refused (VOL.),Dual,Dual HH
Landline,English,"MARICOPA, AZ",Arizona,West,Yes,Yes,,"Yes, used internet/email yesterday","Yes, used at home",No cell,Not employed,No,Female,78,"Some college, no degree (includes some community college)",No,White,Don't know/Refused (VOL.),Under $30K,Independent,llo,LLO HH
Landline,English,"WESTMORELAND, PA",Pennsylvania,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,Yes,Female,40,Don't know/Refused,No,White,Don't know/Refused (VOL.),Undesignated,Republican,Dual,Dual HH
Landline,English,"MARICOPA, AZ",Arizona,West,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,66,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$75,000 to under $100,000",$75K+,Democrat,Dual,Dual HH
Landline,English,"WAYNE, MI",Michigan,Midwest,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Democrat,Dual,Dual HH
Landline,English,"CHESAPEAKE CITY, VA",Virginia,South,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Male,74,Two year associate degree from a college or university,No,White,"$40,000 to under $50,000",$30K-LT $50K,Republican,Dual,Dual HH
Landline,English,"DONA ANA, NM",New Mexico,West,No,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Male,67,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$30,000 to under $40,000",$30K-LT $50K,Democrat,Dual,Dual HH
Landline,English,"DONA ANA, NM",New Mexico,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,50,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,Asian or Pacific Islander,Don't know/Refused (VOL.),Undesignated,No preference (VOL.),Dual,Dual HH
Landline,English,"MADISON, OH",Ohio,Midwest,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Female,50,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,"$20,000 to under $30,000",Under $30K,Don't know/Refused (VOL.),Dual,Dual HH
Landline,English,"COOK, IL",Illinois,Midwest,Yes,No,,"No, did not use internet/email yesterday",,No cell,Not employed,No,Male,Refused (VOL.),"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,Don't know/Refused (VOL.),Undesignated,Democrat,llo,LLO HH
Landline,English,"LACKAWANNA, PA",Pennsylvania,Northeast,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Female,54,Two year associate degree from a college or university,No,White,"$50,000 to under $75,000",$50K-LT $75K,Democrat,Dual,Dual HH
Landline,English,"MONTGOMERY, MD",Maryland,South,No,No,,,,No cell,Not employed,No,Male,65,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000",$30K-LT $50K,Democrat,llo,LLO HH
Landline,English,"ALLEGHENY, PA",Pennsylvania,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Male,58,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000",Under $30K,Democrat,Dual,Dual HH
Landline,English,"DURHAM, NC",North Carolina,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,67,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,Black or African-American,"$150,000 or over",$75K+,Independent,Dual,Dual HH
Landline,English,"SHELBY, IL",Illinois,Midwest,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Employed full-time,No,Male,60,Two year associate degree from a college or university,No,White,"$30,000 to under $40,000",$30K-LT $50K,No preference (VOL.),Dual,Dual HH
Landline,English,"SAINT LOUIS, MO",Missouri,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,66,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,Don't know/Refused (VOL.),$75K+,Independent,Dual,Dual HH
Landline,English,"MONMOUTH, NJ",New Jersey,Northeast,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","No, did not","Cell, not a smartphone",Employed part-time,Yes,Male,42,Two year associate degree from a college or university,No,White,"$20,000 to under $30,000",Under $30K,Republican,Dual,Dual HH
Landline,English,"QUEENS, NY",New York,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,41,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,Asian or Pacific Islander,"$30,000 to under $40,000",$30K-LT $50K,Independent,Dual,Dual HH
Landline,English,"GREENE, MO",Missouri,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,45,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Democrat,Dual,Dual HH
Landline,English,"SUMNER, TN",Tennessee,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Female,78,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000",Under $30K,Republican,Dual,Dual HH
Landline,English,"CUMBERLAND, KY",Kentucky,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,71,Two year associate degree from a college or university,No,White,"$40,000 to under $50,000",$30K-LT $50K,Republican,Dual,Dual HH
Landline,English,"CLAIBORNE, MS",Mississippi,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,37,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$10,000 to under $20,000",Under $30K,Democrat,Dual,Dual HH
Landline,English,"DENTON, TX",Texas,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,No,Male,53,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000",Under $30K,Democrat,Dual,Dual HH
Landline,English,"SISKIYOU, CA",California,West,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Male,65,High school graduate (Grade 12 with diploma or GED certificate),No,White,"Less than $10,000",Under $30K,Independent,Dual,Dual HH
Landline,English,"ELK, PA",Pennsylvania,Northeast,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Female,59,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$150,000 or over",$75K+,Republican,Dual,Dual HH
Landline,English,"LIVINGSTON, NY",New York,Northeast,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,Yes,Male,47,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Landline,English,"ROWAN, KY",Kentucky,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,58,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000",Under $30K,Republican,Dual,Dual HH
Landline,English,"MACOMB, MI",Michigan,Midwest,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Female,Refused (VOL.),High school graduate (Grade 12 with diploma or GED certificate),No,White,Don't know/Refused (VOL.),Undesignated,Independent,Dual,Dual HH
Landline,English,"LIVINGSTON, LA",Louisiana,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Male,59,"Some college, no degree (includes some community college)",No,White,"$100,000 to under $150,000",$75K+,Republican,Dual,Dual HH
Landline,English,"CARROLL, VA",Virginia,South,No,No,Not sure/Don't know,,,"Cell, not a smartphone",Not employed,No,Female,57,High school graduate (Grade 12 with diploma or GED certificate),No,Mixed race,"Less than $10,000",Under $30K,Independent,Dual,Dual HH
Landline,English,"BERKELEY, SC",South Carolina,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,68,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$100,000 to under $150,000",$75K+,Republican,Dual,Dual HH
Landline,English,"MARION, OR",Oregon,West,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,70,"Some college, no degree (includes some community college)",No,White,"Less than $10,000",Under $30K,Republican,Dual,Dual HH
Landline,English,"SNOHOMISH, WA",Washington,West,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,51,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000",$30K-LT $50K,Democrat,Dual,Dual HH
Landline,English,"LAFAYETTE, LA",Louisiana,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,45,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Republican,Dual,Dual HH
Landline,English,"CLARK, NV",Nevada,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,58,"Some college, no degree (includes some community college)",No,White,"$20,000 to under $30,000",Under $30K,Republican,Dual,Dual HH
Landline,English,"SANTA CLARA, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,45,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000",$75K+,Democrat,Dual,Dual HH
Landline,English,"VENTURA, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,63,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Landline,English,"SHELBY, TN",Tennessee,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,64,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Landline,English,"LOS ANGELES, CA",California,West,Yes,Yes,Not sure/Don't know,"Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,81,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Landline,English,"WASHINGTON, OR",Oregon,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Male,22,Two year associate degree from a college or university,No,Native American/American Indian,"Less than $10,000",Under $30K,Independent,Dual,Dual HH
Landline,Spanish,"COOK, IL",Illinois,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,41,High school graduate (Grade 12 with diploma or GED certificate),Yes,Don't know/Refused (VOL.),"$20,000 to under $30,000",Under $30K,Democrat,Dual,Dual HH
Landline,English,"BUCKS, PA",Pennsylvania,Northeast,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,Yes,Male,65,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Undesignated,Don't know/Refused (VOL.),Dual,Dual HH
Landline,English,"YOLO, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,22,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,Dual,Dual HH
Landline,English,"MARICOPA, AZ",Arizona,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,46,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Yes,White,"$100,000 to under $150,000",$75K+,Democrat,Dual,Dual HH
Landline,English,"ORANGE, CA",California,West,No,No,Not sure/Don't know,,,"Cell, not a smartphone",Not employed,No,Female,67,"Some college, no degree (includes some community college)",No,White,"$20,000 to under $30,000",Under $30K,Democrat,Dual,Dual HH
Landline,English,"GALLATIN, MT",Montana,West,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,64,"Some college, no degree (includes some community college)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Independent,Dual,Dual HH
Landline,English,"SHASTA, CA",California,West,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,Yes,Male,46,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000",$30K-LT $50K,Republican,Dual,Dual HH
Landline,English,"TULARE, CA",California,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Male,71,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000",$75K+,Independent,Dual,Dual HH
Landline,English,"KERN, CA",California,West,Yes,No,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,75,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,Don't know/Refused (VOL.),Undesignated,Independent,Dual,Dual HH
Landline,English,"OSWEGO, NY",New York,Northeast,Yes,Yes,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,Yes,Female,50,"Some college, no degree (includes some community college)",No,White,"$150,000 or over",$75K+,Republican,Dual,Dual HH
Landline,English,"SCIOTO, OH",Ohio,Midwest,No,No,Not sure/Don't know,,,"Cell, not a smartphone",Not employed,No,Female,81,High school graduate (Grade 12 with diploma or GED certificate),No,White,Don't know/Refused (VOL.),Undesignated,Independent,Dual,Dual HH
Landline,English,"DISTRICT OF COLUMBIA, DC",District of Columbia,South,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,82,"Some college, no degree (includes some community college)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Republican,Dual,Dual HH
Landline,English,"LEON, FL",Florida,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,48,"Some college, no degree (includes some community college)",No,Black or African-American,"$75,000 to under $100,000",$75K+,Democrat,Dual,Dual HH
Landline,English,"OHIO, WV",West Virginia,South,Yes,No,"No, not a smartphone",(VOL.) Don't know,,"Cell, not a smartphone",Not employed,No,Male,62,"Some college, no degree (includes some community college)",No,White,"$30,000 to under $40,000",$30K-LT $50K,Independent,Dual,Dual HH
Landline,English,"FAYETTE, IN",Indiana,Midwest,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed part-time,No,Male,70,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Landline,English,"AUGUSTA, VA",Virginia,South,Yes,No,Not sure/Don't know,"Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,Refused (VOL.),"Some college, no degree (includes some community college)",No,White,"$30,000 to under $40,000",$30K-LT $50K,Independent,Dual,Dual HH
Landline,English,"SPENCER, KY",Kentucky,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,69,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Landline,English,"MONROE, NY",New York,Northeast,Yes,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Female,68,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$30,000 to under $40,000",$30K-LT $50K,Democrat,Dual,Dual HH
Landline,English,"STARK, OH",Ohio,Midwest,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Male,86,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$30,000 to under $40,000",$30K-LT $50K,Republican,Dual,Dual HH
Landline,English,"SUFFOLK, MA",Massachusetts,Northeast,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Employed full-time,No,Male,62,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$40,000 to under $50,000",$30K-LT $50K,Democrat,Dual,Dual HH
Landline,English,"POLK, FL",Florida,South,Yes,No,,"Yes, used internet/email yesterday","Yes, used at home",No cell,Employed full-time,No,Female,64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Democrat,llo,Dual HH
Landline,English,"BUCHANAN, VA",Virginia,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Employed full-time,No,Male,51,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000",$50K-LT $75K,Independent,Dual,Dual HH
Landline,English,"ESSEX, NJ",New Jersey,Northeast,No,No,,,,No cell,Not employed,No,Female,71,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"Less than $10,000",Under $30K,Democrat,llo,LLO HH
Landline,English,"HAMPSHIRE, MA",Massachusetts,Northeast,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Male,60,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$20,000 to under $30,000",Under $30K,Democrat,Dual,Dual HH
Landline,English,"BUCKS, PA",Pennsylvania,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,57,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,Don't know/Refused (VOL.),Undesignated,Republican,Dual,Dual HH
Landline,English,"BATH, VA",Virginia,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","No, did not","Cell, not a smartphone",Employed full-time,No,Female,62,Two year associate degree from a college or university,No,White,"$40,000 to under $50,000",$30K-LT $50K,Democrat,Dual,Dual HH
Landline,English,"WAUPACA, WI",Wisconsin,Midwest,No,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,Yes,Female,44,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000",Under $30K,Republican,Dual,Dual HH
Landline,English,"LUMPKIN, GA",Georgia,South,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,80,Less than high school (Grades 1-8 or no formal schooling),No,White,"$10,000 to under $20,000",Under $30K,Republican,Dual,Dual HH
Landline,English,"MACOMB, MI",Michigan,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Female,71,High school graduate (Grade 12 with diploma or GED certificate),No,White,Don't know/Refused (VOL.),Undesignated,Don't know/Refused (VOL.),Dual,Dual HH
Landline,English,"MILLE LACS, MN",Minnesota,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,Don't know/Refused (VOL.),Undesignated,Independent,Dual,Dual HH
Landline,English,"MILWAUKEE, WI",Wisconsin,Midwest,No,No,,,,No cell,Not employed,No,Female,80,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,"$30,000 to under $40,000",$30K-LT $50K,Independent,llo,LLO HH
Landline,English,"HALL, NE",Nebraska,Midwest,No,No,,,,No cell,Not employed,No,Male,76,High school graduate (Grade 12 with diploma or GED certificate),No,White,"Less than $10,000",Under $30K,Republican,llo,LLO HH
Landline,English,"COTTON, OK",Oklahoma,South,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Male,81,"Some college, no degree (includes some community college)",No,White,"$30,000 to under $40,000",$30K-LT $50K,Democrat,Dual,Dual HH
Landline,English,"RITCHIE, WV",West Virginia,South,No,No,,,,No cell,Not employed,No,Male,65,Less than high school (Grades 1-8 or no formal schooling),No,White,"$20,000 to under $30,000",Under $30K,Republican,llo,LLO HH
Landline,English,"MARTIN, NC",North Carolina,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Not employed,No,Male,57,"Some college, no degree (includes some community college)",No,White,Don't know/Refused (VOL.),$50K-LT $75K,Independent,Dual,Dual HH
Landline,English,"LIVINGSTON, LA",Louisiana,South,Yes,No,"No, not a smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, not a smartphone",Not employed,No,Female,69,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Landline,English,"DELAWARE, PA",Pennsylvania,Northeast,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,No,Female,Refused (VOL.),Two year associate degree from a college or university,No,White,Don't know/Refused (VOL.),Undesignated,Don't know/Refused (VOL.),Dual,Dual HH
Landline,English,"HALL, GA",Georgia,South,Yes,Yes,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Female,75,"Some college, no degree (includes some community college)",No,White,Don't know/Refused (VOL.),$75K+,Democrat,Dual,Dual HH
Landline,English,"BURLINGTON, NJ",New Jersey,Northeast,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Female,45,Two year associate degree from a college or university,No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Landline,Spanish,"LOS ANGELES, CA",California,West,No,No,"No, not a smartphone",,,"Cell, not a smartphone",Not employed,Yes,Female,45,Less than high school (Grades 1-8 or no formal schooling),Yes,White,"$10,000 to under $20,000",Under $30K,Democrat,Dual,Dual HH
Landline,English,"SAN BERNARDINO, CA",California,West,Yes,No,,"Yes, used internet/email yesterday","Yes, used at home",No cell,Not employed,No,Male,74,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$40,000 to under $50,000",$30K-LT $50K,Republican,llo,LLO HH
Landline,English,"BALTIMORE CITY, MD",Maryland,South,No,No,,,,No cell,Employed full-time,No,Male,63,Two year associate degree from a college or university,No,Black or African-American,"$20,000 to under $30,000",Under $30K,Democrat,llo,LLO HH
Landline,English,"CAMDEN, GA",Georgia,South,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,No,Female,51,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000",$50K-LT $75K,Republican,Dual,Dual HH
Landline,English,"MARSHALL, IN",Indiana,Midwest,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed part-time,No,Female,25,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,Mixed race,"$40,000 to under $50,000",$30K-LT $50K,Independent,Dual,Dual HH
Landline,English,"PIERCE, WA",Washington,West,Yes,No,"No, not a smartphone","No, did not use internet/email yesterday",,"Cell, not a smartphone",Not employed,No,Female,64,"Some college, no degree (includes some community college)",No,White,"$20,000 to under $30,000",Under $30K,Independent,Dual,Dual HH
Landline,English,"ADA, ID",Idaho,West,Yes,Yes,"Yes, smartphone","Yes, used internet/email yesterday","Yes, used at home","Cell, smartphone",Employed full-time,Yes,Male,40,Two year associate degree from a college or university,No,White,"Less than $10,000",Under $30K,Republican,Dual,Dual HH
